Babür	Far.	Erkek		Kaplan.
Babürşah	Far.	Erkek		Kaplan gibi şah.
Bacı	T.	Kız		#1. Büyük kız kardeş, abla. #2. Kız kardeş. #3. Bir evde uzun zaman çalışmış yaşlı kadınlara verilen unvan. #4. Tarikat şeyhlerinin karısı.#5. Kadınlara söylenen bir seslenme sözü.
Bade	Far.	Kız	(ba:de)	Şarap, içki.
Badegül	Far.	Kız	(ba:degül)	Gül renkli şarap.
Badiye	Ar.	Kız	(ba:diye)	Çöl.
Bağatur	T.	Erkek		bk. Bahadır
Bağdaç	T.	Erkek		bk. Bağdaş
Bağdagül	Far.+T.	Kız		Bağda olan gül.
Bağdaş	T.	Erkek		Yakın arkadaş, dost.
Bağır	T.	Erkek		#1. Göğüs. #2. Ok yayı ve dağda orta bölüm.
Bağış	T.	Erkek		Bağışlanan şey, yardım.
Bağışhan	T.	Erkek		Bağışı seven hükümdar.
Bağlan	T.	Kız		“Sev, sevdiğine bağlı kal“ anlamında kullanılan bir ad.
Baha		Erkek	(baha:)	#1. Ar. Güzellik, zariflik. #2. Ar. Parıltı. #3. Far. Kıymet, değer, paha.
Bahadır	Far.	Erkek		Savaşlarda gücü ve yılmazlığıyla üstünlük kazanan veya yiğitlik gösteren kimse.
Bahadırhan	T.	Erkek		Savaşlarda gücü ve yılmazlığıyla üstünlük kazanan veya yiğitlik gösteren hükümdar.
Bahai	Ar.	Erkek	(baha:i:)	Bahailik yanlısı kimse.
Bahar	Far.	Kız		#1. Kuzey yarım kürede 21 Martta gündüz gece eşitliğiyle başlayarak 22 Haziranda gün dönümü ile biten, kış ve yaz arasındaki mevsim.#2. Bu mevsimde açan çiçekler ve yapraklar. #3. Gençlik çağı.
Bahattin	Ar.	Erkek		Dinin güzelliği.
Bahir	Ar.	Erkek		Deniz.
Bâhir	Ar.	Erkek	(ba:hir)	#1. Işıklı, parlak, güzel. #2. Belli, açık, apaçık.
Bâhire	Ar.	Kız	(ba:hire)	#1. Işıklı, parlak, güzel. #2. Belli, besbelli, açık.
Bahise	Ar.	Kız	(ba:hise)	Söz eden, bahseden.
Bahri	Ar.	Erkek		#1. Denizle ilgili olan.#2. Bir tür deniz ördeği.
Bahriye	Ar.	Kız		Denizle ilgili olan.
Bahşı	T.	Erkek		#1. Bilgin, öğretmen. #2. Saz şairi, âşık. #3. Hekim.
Bahtınur	Far.+T.+Ar.	Kız		Talihli, şanslı, yazgısı parlak olan.
Bahtıser	Far.+T.	Kız		Talihli, şanslı, iyi yazgılı olan.
Bahtışen	Far.+T.	Kız		Mutlu, neşeli, talihli kimse.
Bahti	Far.	Erkek	(bahti:)	#1. Bahtla, kaderle ilgili olan.#2. Bazı divan şairlerinin ortak mahlası.
Bahtiyar	Far.	Kız		Mutlu.
Bahtiyar	Far.	Erkek		Mutlu.
Bakanay	T.	Erkek		Ay gibi aydınlık saçan.
Bakanay	T.	Kız		Ay gibi aydınlık saçan.
Bakır	T.	Erkek		Doğada serbest ve birleşik olarak bulunan kızıl renkli, kolay işlenir bir maden.
Bakırhan	T.	Erkek		Bakır gibi işe yarayan hükümdar.
Baki	Ar.	Erkek	(ba:ki:)	#1. Sürekli.#2. Bir şeyden artan miktar.#3. Öteki.
Bakinaz	Ar.+Far.	Kız	(ba:ki:naz)	Sürekli nazlanan, çok nazlı.
Bakiye	Ar.	Kız		#1. Artık, artan, kalan, geri kalan. #2. Kalıntı.
Baksı	T.	Erkek		bk. Bahşı
Bala	T.	Erkek		Yavru, çocuk.
Balâ	Far.	Erkek	(ba:la:)	Yüksek, üst, yüce.
Balaban	T.	Erkek		#1. İri, büyük.#2. Şişman, gürbüz kimse.#2. Atmaca, doğan vb. yırtıcı bir kuş.
Balâbey	Far.+T.	Erkek	(ba:la:bey)	Yüce bey.
Balaman	T.	Erkek		bk. Balaban
Balamir	T.+Far.	Erkek		Eski bir Türk kağanı.
Balatekin	T.	Erkek		Prens, şehzade çocuğu.
Balatürk	T.	Erkek		Türk çocuğu.
Balaz	T.	Erkek		Ağaç, asma filizi, sürgün.
Balbal	T.	Erkek		Eski Türklerde kişinin anılması için mezarının veya bazı kurganların etrafına dikilen taş.
Balbay	T.	Erkek		Bal-bay.
Balbey	T.	Erkek		Bal gibi tatlı olan bey.
Balca	T.	Kız		Bal gibi tatlı, sevimli olan.
Balcan	T.+Far.	Erkek		Bal gibi sevimli ve tatlı olan.
Baldan	T.	Kız		Bal gibi tatlı, şirin ve güzel olan.
Baldemir	T.	Erkek		Bal gibi tatlı ve sevimli olan yiğit.
Baler	T.	Erkek		Tatlı dilli, cana yakın kimse.
Balhan	T.	Erkek		Bal gibi tatlı ve cana yakın hükümdar.
Balı	T.	Erkek		#1. Büyük kardeş. #2. Sevgi gösterilen kimse. #3. Veli, ermiş.
Balıbaş	T.	Erkek		Ermiş kimse.
Balıbey	T.	Erkek		Değer verilen olgun bey.
Balım	T.	Erkek		“Balım, tatlım, güzelim“ anlamında kullanılan bir ad.
Balım	T.	Kız		“Balım, tatlım, güzelim“ anlamında kullanılan bir ad.
Balın	T.	Kız		Sevgili, sevilen.
Balibey	T.	Erkek		bk. Balıbey.
Balk	T.	Erkek		#1. Şimşek. #2. Parıltı, parlayış.
Balkan	T.	Erkek		#1. Sık ormanla kaplı dağ. #2. Yığın, küme. #3. Sazlık, bataklık.
Balkı	T.	Erkek		#1. Parıltı, ışık. #2. Güzel, parlak, süslü kimse.#3. Şimşek.
Balkı	T.	Kız		#1. Parıltı, ışık. #2. Güzel, parlak, süslü kimse.#3. Şimşek.
Balkın	T.	Kız		Parıldayan, parlak.
Balkır	T.	Erkek		#1. Parıltı, ışıltı, ışık. #2. Şimşek.
Balkır	T.	Kız		#1. Parıltı, ışıltı, ışık. #2. Şimşek.
Balkış	T.	Erkek		Şimşek.
Balkız	T.	Kız		Şirin, tatlı, hoş kız.
Balkoç	T.	Erkek		Bal gibi tatlı ve sevimli yiğit.
Ballı	T.	Kız		Şirin, güzel, tatlı dilli.
Balsan	T.	Erkek		“Bal gibi tatlısın“ anlamında kullanılan bir ad.
Balsarı	T.	Kız		Sarışın.
Balşeker	T.+Far.	Kız		Bal gibi tatlı olan.
Baltaş	T.	Erkek		Küçük balta.
Bandak	T.	Erkek		#1. Dağlardan inen suların dağ eteğinde oluşturduğu bataklık. #2. Uç taraflarından bağlanmış ot demeti.
Bangu	T.	Erkek		#1. Haykırış, bağırış. #2. Gök gürültüsü. #3. Yankı.
Banu	Far.	Kız	(ba:nu:)	#1. Kadın, hatun, hanım. #2. Prenses. #3. Hanımefendi. #4. Gelin.
Banuhan	Far.+T.	Kız	(ba:nu:han)	Banu-han.
Barak	T.	Erkek		Tüylü, kıllı çuha, kebe.
Baran	T.	Erkek		#1. Varan, ulaşan.#2. Yüce, ulu.
Baranalp	T.	Erkek		Hedefine ulaşan yiğit.
Baranbilge	T.	Erkek		Amacını elde eden bilge.
Baransel	T.+Ar.	Erkek		Hedefine ulaşan sel gibi olan.
Baray	T.	Erkek		#1. Ezelî, öncesiz, öncesi olmayan. #2. Yeni ay, ay başı.
Barbaros	T.	Erkek		Büyük Türk denizcisi, Barbaros Hayrettin Paşa'ya. (1467-1546) Avrupalılar tarafından verilen ve “Kızıl sakal“ anlamına gelen bir ad.
Barça	T.	Erkek		Hepsi, tamamı.
Barçak	T.	Erkek		bk. Balçak
Barçın	T.	Erkek		Bir tür ipekli kumaş.
Barçın	T.	Kız		Bir tür ipekli kumaş.
Barım	T.	Erkek		#1. Varlık, servet, zenginlik. #2. İktidar.
Barın	T.	Erkek		#1. Bütün, hep. #2. Güç, kuvvet. #3. Göğüs.
Barış	T.	Erkek		#1. Barışma işi. #2. Savaşın bittiğinin bir antlaşmayla belirtilmesinden sonraki durum.#3. Böyle bir antlaşmadan sonra insanlık tarihindeki süreç.#4. Uyum, karşılıklı anlayış ve hoşgörü ile oluşturulan ortam.
Barış	T.	Kız		#1. Barışma işi. #2. Savaşın bittiğinin bir antlaşmayla belirtilmesinden sonraki durum.#3. Böyle bir antlaşmadan sonra insanlık tarihindeki süreç.#4. Uyum, karşılıklı anlayış ve hoşgörü ile oluşturulan ortam.
Barışcan	T.+Far.	Erkek		Barıştan yana olan kimse.
Baria	Ar.	Kız	(ba:ria)	Güzel, tam, mükemmel, üstün.
Barik	Ar.	Erkek	(ba:rik)	Işıklı, parıltılı, parlak, parlayan.
Barika	Ar.	Kız	(ba:rika)	#1. Işık, parıltı, #2. Şimşek, yıldırım parıltısı.
Bariz	Ar.	Erkek	(ba:riz)	Açık, gözle görülür, belirgin.
Barkan	T.	Erkek		Çöllerde rüzgârın esme yönüne dikey doğrultuda oluşan, ay biçimindeki küçük kum kitlesi.
Barkın	T.	Erkek		#1. Yolculuk eden, yolcu, gezgin.#2. Kendisini yolundan hiçbir şeyin alıkoymadığı yolcu.
Barkın	T.	Kız		#1. Yolculuk eden, yolcu, gezgin.#2. Kendisini yolundan hiçbir şeyin alıkoymadığı yolcu.
Barlas	T.	Erkek		Kahraman, savaşçı.
Barlık	T.	Erkek		Varlık, zenginlik.
Bars	Far.	Erkek		Kedigillerden, genellikle Asya ve Afrika'nın sıcak bölgelerinde yaşayan, postu benekli, bazen de düz siyah, çevik, yırtıcı, etçil, memeli hayvan.
Barsbay	Far.+T.	Erkek		bk. Barsbey
Barsbey	Far.+T.	Erkek		Yiğit, cesur bey.
Bartu	T.	Erkek		#1. Varlık, servet.#2. Varılacak yer, mesafe.
Basa	T.	Erkek		#1. Fazla, üstün, baskın. #2. Arka.
Basak	T.	Erkek		Sağlam, dayanıklı.
Basım	T.	Erkek		Güç, kuvvet.
Basıra	Ar.	Kız	(ba:sıra)	#1. Gören, görücü. #2. Görme gücü, görüş. #3. Göz.
Basir	Ar.	Erkek	(basi:r)	#1. Görüp anlayan. #2. Zeki. #3. Her şeyi görüp anlayan Allah.
Basiret	Ar.	Kız	(basi:ret)	#1. Uzağı görme, seziş, sezgi, uyanıklık.#2. Anlayış, kavrayış.
Baskak	T.	Erkek		Cesur, yürekli.
Baskan	T.	Erkek		Üstün gelme, yenme, zafer.
Baskın	T.	Erkek		#1. Kısa süreli beklenmedik saldırı. #2. Üstün.
Basri	Ar.	Erkek		Görme ile ilgili olan.
Basriye	Ar.	Kız		Görme ile ilgili olan.
Basut	T.	Erkek		#1. Yardım, arka. #2. Yardımcı.
Başağa	T.	Erkek		En büyük ağa.
Başak		Kız		#1. Arpa, buğday, yulaf vb. ekinlerin tanelerini taşıyan kılçıklı başı.#2. Zodyak üzerinde Aslan ile Terazi arasında bulunan takımyıldızın adı.
Başal	T.	Erkek		“En yükseğe çık, yüksel“ anlamında kullanılan bir ad.
Başar	T.	Erkek		“Bir işi istenilen biçimde bitir“ anlamında kullanılan bir ad.
Başar	T.	Kız		“Bir işi istenilen biçimde bitir“ anlamında kullanılan bir ad.
Başargan	T.	Erkek		Başarılı olan.
Başarman	T.	Erkek		Yaptığı işleri başarıyla sonuçlandıran kimse.
Başat	T.	Erkek		Sertlik, zorluk bakımından üstün olan.
Başay	T.	Erkek		bk. İlkay
Başay	T.	Kız		bk. İlkay
Başaydın	T.	Erkek		Aydınların önde geleni.
Başbay	T.	Erkek		Zenginlerin önde geleni.
Başbuğ	T.	Erkek		Eski Türklerde baş, başkan, komutan.
Başçık	T.	Kız		Çiçeklerin erkek organlarında çiçek tozunu taşıyan torbacık.
Başdemir	T.	Erkek		İleri gelen, saygın kimse.
Başdoğan	T.	Erkek		Önce doğan.
Başeğmez	T.	Erkek		Buyruk altına girmeyen.
Başel	T.	Erkek		Baş ve el.
Başer	T.	Erkek		En önemli kimse.
Başhan	T.	Erkek		En önemli, ileri gelen hükümdar.
Başkal	T.	Erkek		“Her zaman önder ol, önderliğin sürsün“ anlamında kullanılan bir ad.
Başkan	T.	Erkek		#1. Bir topluluğun, bir toplantının veya bir derneğin başında bulunan kimse.#2. Bazı ülkelerde devletin ve hükûmetin başı.
Başkara	T.	Erkek		Önemli, saygın kimse.
Başkaya	T.	Erkek		Önemli, saygın kimse.
Başkaynak	T.	Erkek		En önemli kaynak, ilk kaynak.
Başkur	T.	Erkek		Türk çadırlarının çevresindeki kanatları örten bölümlerin üst tarafına bağlanan ve 18 cm. kadar eni olan kuşak.
Başkurt	T.	Erkek		#1. En önemli kimse.#2. Ural Dağları bölgesinde yaşayan ve Türklerin Kıpçak kolundan olan bir boy.
Başkut	T.	Erkek		Kutlu, talihli kimse.
Başman	T.	Erkek		Baş olan, ileri gelen, saygın, önemli kimse.
Başok	T.	Erkek		Ok gibi sivri olan, her işte ön plana çıkan kimse.
Başol	T.	Erkek		“Önder ol, lider ol“ anlamında kullanılan bir ad.
Başöz	T.	Erkek		Her şeyin en önemli olanı.
Başsoy	T.	Erkek		Soyu asil olan kimse.
Baştaş	T.	Erkek		Yaşıt, akran, kafadar, benzer.
Baştemir	T.	Erkek		bk. Başdemir
Baştugay	T.	Erkek		Önemli olan tugay.
Baştuğ	T.	Erkek		Önemli, saygın kimse.
Baştürk	T.	Erkek		Türklerin önderi, lideri.
Batı	T.	Erkek		Güneşin battığı yön.
Batı	T.	Kız		Güneşin battığı yön.
Batıbay	T.	Erkek		Üstün gelen, gücü yeten, galip olan zengin.
Batıbey	T.	Erkek		Üstün gelen, gücü yeten, galip olan bey.
Batıcan	T.+Far.	Erkek		Üstün gelen, gücü yeten, galip olan kimse.
Batıhan	T.	Erkek		bk. Batuhan
Batır	T.	Erkek		bk. Batur
Batıray	T.	Erkek		bk. Baturay
Batırhan	T.	Erkek		Kahraman, yiğit, cesur, bahadır hükümdar.
Battal	Ar.	Erkek		#1. Cesur, kahraman. #2. Pek büyük, iri.
Batu	T.	Erkek		Üstün gelen, gücü yeten, galip.
Batucem	T.+Far.	Erkek		Üstün gelen, gücü yeten, galip olan hükümdar.
Batuhan	T.	Erkek		Üstün gelen, gücü yeten, galip olan hükümdar.
Batur	T.	Erkek		Kahraman, yiğit, cesur, bahadır.
Baturalp	T.	Erkek		Kahraman, yiğit, cesur, bahadır kimse.
Baturay	T.	Erkek		Kahraman, yiğit, cesur, bahadır kimse.
Baturhan	T.	Erkek		Kahraman, yiğit, cesur, bahadır hükümdar.
Bayar	T.	Erkek		Ulu, yüce, saygın, soylu kimse.
Baybars	T.+Far.	Erkek		#1. Zengin ve korkusuz kimse.#2. Bir tür kaplan.
Baybaş	T.	Erkek		Zengin, ileri gelen, saygın kimse.
Baybek	T.	Erkek		Zengin bey.
Baybora	T.	Erkek		Fırtına.
Baybörü	T.	Erkek		Zengin ve yiğit olan kimse.
Baycan	T.+Far.	Erkek		Zengin, varlıklı kimse.
Bayça	T.	Erkek		Zengin, varlıklı.
Baydoğan	T.	Erkek		Dünyaya zengin olarak gelen, zengin doğan.
Baydu	T.	Erkek		#1. “Zengindi, varlıklıydı“ anlamında kullanılan bir ad.#2. İlhanlı Devletinin hükümdarı.
Baydur	T.	Erkek		Güçlü, kuvvetli, cesur.
Bayduralp	T.	Erkek		Güçlü, kuvvetli, cesur olan yiğit.
Bayer	T.	Erkek		Zengin, varlıklı kimse.
Bayezit	Ar.	Erkek		#1. Yezit'in babası.#2. Çeşitli dönemlerde yaşamış Osmanlı şehzadelerinin ortak adı.
Baygüç	T.	Erkek		Güçlü ve zengin kimse.
Bayhan	T.	Erkek		Zengin ve varlıklı hükümdar.
Bayhun	T.	Erkek		Zengin kimse.
Bayık	T.	Erkek		#1. Doğru, gerçek (söz). #2. Açık, belli.
Bayın	T.	Erkek		bk. Baylan
Bayındır	T.	Erkek		Gelişip güzelleşmesi, hayat şartlarının uygun duruma getirilmesi için üzerinde çalışılmış olan, bakımlı.
Bayır	T.	Erkek		Zengin, varlıklı.
Bayırhan	T.	Erkek		Zengin, varlıklı hükümdar.
Baykal	T.	Erkek		#1. Yabani at. #2. Deniz.
Baykam	T.	Erkek		Doktor, hekim.
Baykan	T.	Erkek		Zengin bir soydan gelen kimse.
Baykara	T.	Erkek		Doğan cinsinden bir kuş türü.
Baykır	T.	Erkek		Ay ışığı.
Baykoca	T.	Erkek		Varlıklı, saygın kimse.
Baykor	T.	Erkek		“Zengin, varlıklı bir duruma getirir“ anlamında kullanılan bir ad.
Baykul	T.	Erkek		Zengin, varlıklı kul.
Baykurt	T.	Erkek		Zengin, varlıklı saygın kimse.
Baykut	T.	Erkek		Kutlu, talihli kimse.
Baykutay	T.	Erkek		Zengin. talihli kimse.
Baylan	T.	Kız		#1. Ağırbaşlı, uslu, kibar. #2. Şımarık, nazlı, yaramaz. #3. Sebatsız, tembel.
Baylan	T.	Erkek		#1. Ağırbaşlı, uslu, kibar. #2. Şımarık nazlı, yaramaz. #3. Sebatsız, tembel.
Bayman	T.	Erkek		Varlıklı, saygın kimse.
Bayol	T.	Erkek		“Zengin ve varlıklı ol“ anlamında kullanılan bir ad.
Bayrak	T.	Erkek		Bir ulusun, bir topluluğun veya örgütün simgesi olarak kullanılan, belli bir rengi ve biçimi olan, genellikle dikdörtgen biçiminde kumaş.
Bayraktar	T.+Far.	Erkek		Bayrağı taşıyan, bayrak taşımakla görevli kimse.
Bayram	T.	Erkek		#1. Ulusal veya dinsel bakımdan önemi olan, kutlanan gün. #2. Sevinç, neşe.
Bayrı	T.	Erkek		Çok eski zamanda var olmuş veya eskiden beri var olan, kadim.
Bayru	T.	Erkek		bk. Bayrı
Bayrualp	T.	Erkek		Eskiden beri yiğit olan kimse.
Bayrubay	T.	Erkek		Eskiden beri varlıklı olan kimse.
Bayruhan	T.	Erkek		Eskiden beri hükümdar olan kimse.
Bayruk	T.	Erkek		bk. Bayrı
Baysal	T.	Erkek		#1. Rahat ve dingin. #2. Gürültüsüz, huzurlu.
Baysal	T.	Kız		#1. Rahat, dingin. #2. Gürültüsüz, huzurlu.
Baysan	T.	Erkek		Zengin ve tanınmış kimse.
Baysoy	T.	Erkek		Varlıklı soydan gelen kimse.
Baysu	T.	Erkek		Bol, bereketli, gür su.
Baysungur	T.	Erkek		Şahin türünden yırtıcı bir kuş.
Baytal	T.	Erkek		#1. Kısrak. #2. Bayır, yokuş.
Baytaş	T.	Erkek		Zengin ve varlıklı olan kimse.
Baytekin	T.	Erkek		Zengin prens, şehzade.
Baytimur	T.	Erkek		Zengin ve güçlü kimse.
Baytok	T.	Erkek		Zengin ve tok olan kimse.
Baytugay	T.	Erkek		Zengin ve varlıklı kimse.
Baytüze	T.	Erkek		Zengin ve adaletli kimse.
Baytüzün	T.	Erkek		Soylu kişi.
Bayuk	T.	Erkek		bk. Bayık
Bayülken	T.	Erkek		Yüce, yüksek, ulu zengin kişi.
Bayyiğit	T.	Erkek		Zengin yiğit.
Bedel	Ar.	Erkek		#1. Değer, fiyat, kıymet. #2. Bir şeyin yerini tutabilen karşılık.#3. Eşit, denk.
Beder	T.	Kız		#1. Süs, bezek. #2. Nakış, kumaş nakışı.
Bedi	Ar.	Erkek	(bedi:)	#1. Eşi ve benzeri olmayan, eşsiz. #2. Yeni, görülmemiş.
Bedia	Ar.	Kız	(bedi:a)	#1. Beğenilen, değeri bilinen yeni şey. #2. Estetik değeri yüksek olan sanat eseri.
Bedih	Ar.	Erkek		Açık, anlaşılır, ilk göze çarpan, ilk akla gelen.
Bedihe	Ar.	Kız	(bedi:he)	#1. Başlangıç. #2. Güzel söz.
Bedir	Ar.	Erkek		Ayın on dördüncü gecesi, dolunay.
Bedirhan	Ar.+T.	Erkek		Dolunay gibi güzel olan hükümdar.
Bedirnisa	Ar.	Kız	(bedirnisa:)	Ay gibi güzel kadın.
Bedis	T.	Kız		bk. Bediz
Bediz	T.	Erkek		#1. Süs, bezek, nakış. #2. Resim, heykel, şekil.
Bediz	T.	Kız		#1. Süs, bezek; nakış. #2. Resim, heykel, şekil.
Bedreka	Far.	Kız		Kılavuz, yol gösterici.
Bedrettin	Ar.	Erkek		Dinin dolunayı.
Bedri	Ar.	Erkek		Dolunayla, ayın on dördü ile ilgili olan.
Bedriye	Ar.	Kız		Dolunayla, ayın on dördü ile ilgili olan.
Bedük	T.	Erkek		Büyük, yüce, gösterişli, önemli.
Begim	T.	Kız		bk. Begüm
Begüm	T.	Kız		#1. Hanım, hanımefendi. #2. Hint prenseslerine verilen unvan.
Beğenç	T.	Erkek		Güzel veya çirkin yargısını verdiren duygu, beğenme.
Behçet	Ar.	Erkek		Sevinç.
Behice	Ar.	Kız	(behi:ce)	Şen, güzel, güler yüzlü ve şirin.
Behiç	Ar.	Erkek		Şen, güzel yüzlü kimse.
Behin	Far.	Kız	(behi:n)	bk. Bihin
Behire	Ar.	Kız	(behi:re)	#1. Hayırlı ve iyiliksever, soylu kadın. #2. Şişmanlık yüzünden yürürken soluyan kadın.
Behiye	Ar.	Kız		Güzel.
Behlül	Ar.	Erkek		#1. Çok güldüren, şakacı. #2. Hayırsever, iyi adam.
Behmen	Far.	Erkek		#1. Zeki, anlayışlı. #2. Tedbirli.
Behnan	Ar.	Erkek		#1. İyi huylu kimse.#2. Güler yüzlü kimse.
Behnane	Ar.	Kız	(behna:ne)	#1. İyi huylu kadın.#2. Güler yüzlü kdaın.
Behram	Far.	Erkek		#1. Merih yıldızı. #2. Eski İran dininde yolcuları korumakla görevli olduğuna inanılan melek.
Behzat	Far.	Erkek		Soyu sopu temiz, doğuştan iyi, temiz kimse.
Bek	T.	Erkek		#1. Sağlam, sert, katı. #2. Bey. #3. İleri gelen, sözü geçen, saygın, zengin kişi.
Bekâm	Far.	Erkek	(bekâ;m)	Amacına, isteğine kavuşmuş, erişmiş olan kimse.
Bekata	T.	Erkek		Atası bey olan kimse.
Bekbars	T.+Far.	Erkek		Cesur, yiğit bey.
Bekbay	T.	Erkek		Güçlü ve varlıklı olan kimse.
Bekdemir	T.	Erkek		Demir gibi sağlam ve güçlü olan kimse.
Bekdil	T.	Erkek		Doğru sözlü, mert kimse.
Bekem	T.	Erkek		Sağlam, dayanıklı, güçlü kimse.
Beken	T.	Kız		Dayanıklı, güçlü.
Beker	T.	Erkek		Güçlü, yiğit kimse.
Bekir	Ar.	Erkek		Sabahları erken kalkmayı alışkanlık edinen kimse.
Beksan	T.	Erkek		Tanınmış, ünlü, saygın kimse.
Bektaş	T.	Erkek		#1. Akran, eş, yaşıt. #2. Eşit, denk.
Bektöre	T.	Erkek		Güçlü, değişmez töreleri olan, törelerine bağlıkimse.
Bektürk	T.	Erkek		Güçlü Türk.
Beleda	T.	Erkek		bk. Bileda
Belek	T.	Erkek		#1. Hediye, armağan. #2. Alacalı, karışık renkli. #3. Nişan, iz.
Belen	T.	Erkek		#1. Dağlık, sarp yer. #2. Sırt, bayır, yamaç, dağ eteği. #3. Yüksek, dağlık yerlerde görülen düzlük. #4. Issız yer.
Belge	T.	Erkek		Bir gerçeğe tanıklık eden yazı, fotoğraf, resim, film vb. vesika, doküman.
Belgi	T.	Kız		#1. Bir şeyi benzerlerinden ayıran özellik, alamet, nişan. #2. Duyuş, düşünüş ve inanıştaki ayırıcı özellik.
Belgin	T.	Kız		Tam ve kesin olarak belirlenmiş olan, açık, anlaşılır, belirgin.
Beliğ	Ar.	Erkek	(beli:ğ)	#1. Düzgün söz söyleyen. #2. Düzgün, güzel söz.
Belik	T.	Kız		#1. Saç örgüsü. #2. İşaret, iz, nişan, #3. Çok, fazla. #4. Tepe, doruk.
Belin	T.	Kız		#1. Korku, ürkü. #2. Şaşkınlık, hayret.
Beliz	T.	Kız		İşaret, im, iz.
Belkıs	Ar.	Kız		Süleyman Peygamber zamanındaki Saba melikesinin adı.
Bellek	T.	Erkek		#1. Zihnin belleme ve anımsama yeteneği, gücü. #2. Bellenerek öğrenilen şey. #3. İşaret, iz.
Bellisan	T.	Erkek		Tanınmış, ünlü kimse.
Belma	Far.	Kız	(belma:)	Yumuşak, sakin, telaşsız kimse.
Belmen	T.	Kız		Çok güzel kadın.
Benal	T.	Erkek		Yüzünde kırmızı benleri olan kimse.
Benam	Far.	Erkek	bena:m)	#1. Namlı, ünlü, meşhur. #2. Güzel, iyi.#3. Az bulunan.
Benan	Ar.	Kız	(bena:n)	#1. Parmaklar, parmak uçları, #2. Parmakla gösterilen, ünlü, tanınmış.
Benan	Ar.	Erkek	(bena:n)	#1. Parmaklar, parmak uçları, #2. Parmakla gösterilen, ünlü, tanınmış.
Benay	T.	Kız		Ay gibi parlak olan kız.
Benazir	Far.+Ar.	Erkek		Eşsiz, tek olan.
Bender	Far.	Erkek		Ticaret limanı, iskele.
Bendeş	T.	Erkek		Eş, benzer.
Benek	T.	Kız		#1. Herhangi bir şey üzerindeki ufak leke, nokta. #2. Güneş lekeleri yöresinde görülen, parlak taneciklerden ve parlak damarlardan oluşmuş bölüm.
Bener	T.	Erkek		“Ben yiğitim“ anlamında kullanılan bir ad.
Benevşe	Far.	Kız		#1. Menekşe. #2. Mor renk.
Bengi	T.	Erkek		Sonu olmayan, hep kalacak olan, sonsuz, ebedî.
Bengi	T.	Kız		Sonu olmayan, hep kalacak olan, sonsuz, ebedî.
Bengialp	T.	Erkek		Sonsuza dek yiğit olarak kalacak olan.
Bengibay	T.	Erkek		Sonsuza dek varlıklı olarak kalacak olan.
Bengigül	T.+Far.	Kız		Sonsuza dek güzel olarak kalacak olan.
Bengisan	T.	Erkek		Ölümsüz adı olan.
Bengisan	T.	Kız		Ölümsüz adı olan.
Bengisoy	T.	Erkek		Soyu sonsuza dek sürecek olan.
Bengisu	T.	Erkek		Efsanelere göre içen kimseye ölümsüzlük sağladığına inanılan bir su, abıhayat.
Bengisu	T.	Kız		Efsanelere göre içen kimseye ölümsüzlük sağladığına inanılan bir su, abıhayat.
Bengitaş	T.	Erkek		Orhun anıtları.
Bengü	T.	Erkek		bk. Bengi
Bengü	T.	Kız		bk. Bengi
Bengühan	T.	Kız		Hükümdarlığı sürekli olan.
Bengül	T.+Far.	Kız		“Gül gibi güzelim“ anlamında kullanılan bir ad.
Benian	T.	Kız		“Beni anımsa“ anlamında kullanılan bir ad.
Benice	T.	Kız		Sonsuz, ebedî.
Benli	T.	Kız		Vücudunda ben bulunan.
Benligül	T.+Far.	Kız		Vücudunda ben olan güzel.
Bennur	T.+Ar.	Kız		“Ben nur gibi parlak ve güzelim“ anlamında kullanılan bir ad.
Benol	T.	Erkek		“Ben işte oyum“ anlamında kullanılan bir ad.
Bensu	T.	Kız		bk. Bengisu
Benşen	T.	Erkek		“Mutluyum, şenim“ anlamında kullanılan bir ad.
Benşen	T.	Kız		“Mutluyum, şenim“ anlamında kullanılan bir ad.
Bent	Far.	Erkek		#1. Bağ. #2. Zincir. #3. Düğüm. #4. Tutsak, esir.
Bentürk	T.	Erkek		“Bm Türküm“ anlamında kullanılan mi ad.
Benzer	T.	Erkek		Nitelik, görünüş bakımından bir başkasına benzeyen veya ona eş olan.
Berat	Ar.	Kız		#1. Nişan, rütbe. #2. Bir buluştan, bir haktan yararlanmak için devletçe verilen belge, patent. #3. Osmanlı İmparatorluğu'nda bir göreve atanan, aylık bağlanan, san, nişan veya ayrıcalık verilen kimseler için çıkarılan padişah buyruğu.</td></tr></tbody></table>
Berat	Ar.	Erkek		#1. Nişan, rütbe. #2. Bir buluştan, bir haktan yararlanmak için devletçe verilen belge, patent. #3. Osmanlı İmparatorluğu'nda bir göreve atanan, aylık bağlanan, san, nişan veya ayrıcalık verilen kimseler için çıkarılan padişah buyruğu.
Berceste	Far.	Kız		#1. Seçilmiş, beğenilmiş. #2. Sanat değeri yüksek anlamlar taşıyan dize.
Bercis	Ar.	Kız		#1. Jüpiter gezegeni. #2. Çok süt veren deve.
Bereket	Ar.	Erkek		#1. Bolluk, gürlük, ongunluk. #2. Yağmur.
Bereket	Ar.	Kız		l. Bolluk, gürlük, ongunluk. #2. Yağmur.
